Recency,Frequency,Monetary,Cluster,Segment
1,3,1031.41,0,Regular
333,3,2200.42,1,Occasional
163,1,32.65,1,Occasional
185,2,771.85,1,Occasional
16,5,1214.72,0,Regular
12,3,778.94,0,Regular
3,7,1258.06,0,Regular
44,2,778.0,0,Regular
80,1,507.84,0,Regular
30,7,6893.42,0,Regular
42,2,463.46000000000004,0,Regular
11,12,4226.57,0,Regular
50,3,598.83,0,Regular
16,6,1979.37,0,Regular
46,2,698.41,0,Regular
19,2,759.17,0,Regular
8,6,5037.26,0,Regular
72,1,100.8,0,Regular
1,28,17256.85,3,High-Value
128,3,524.9200000000001,0,Regular
33,2,265.76,0,Regular
313,1,403.3,1,Occasional
18,2,365.76,0,Regular
88,1,303.15999999999997,0,Regular
2,7,2373.82,0,Regular
2,2,216.29999999999998,0,Regular
254,1,388.45000000000005,1,Occasional
157,3,186.42000000000002,1,Occasional
37,6,2248.56,0,Regular
220,1,534.24,1,Occasional
148,3,2940.04,1,Occasional
177,2,120.9,1,Occasional
40,2,541.53,0,Regular
2,7,2520.86,0,Regular
8,46,194550.79,2,High-Value
1,7,1721.4,0,Regular
18,2,486.71999999999997,0,Regular
192,4,517.53,1,Occasional
204,1,131.7,1,Occasional
365,1,249.86,1,Occasional
127,5,1737.7,0,Regular
15,1,316.5,0,Regular
43,2,657.3,0,Regular
94,6,622.4300000000001,0,Regular
23,3,757.46,0,Regular
60,2,675.69,0,Regular
16,5,1896.41,0,Regular
158,1,289.96000000000004,1,Occasional
10,2,763.28,0,Regular
10,2,137.0,0,Regular
16,5,1870.97,0,Regular
45,5,1125.07,0,Regular
191,3,710.29,1,Occasional
79,1,194.37,0,Regular
78,1,511.82,0,Regular
4,4,1255.59,0,Regular
65,3,414.04,0,Regular
261,1,396.87,1,Occasional
59,2,376.64,0,Regular
1,7,2092.32,0,Regular
1,10,3558.87,0,Regular
248,1,374.57,1,Occasional
8,2,497.56,0,Regular
359,1,271.05,1,Occasional
76,1,272.22,0,Regular
290,1,622.88,1,Occasional
17,3,1138.0,0,Regular
221,2,288.6,1,Occasional
9,4,689.1,0,Regular
3,2,558.96,0,Regular
206,9,2997.0299999999997,1,Occasional
162,2,1145.84,1,Occasional
76,1,302.2,0,Regular
262,2,605.58,1,Occasional
281,1,387.31,1,Occasional
58,8,6115.14,0,Regular
25,1,308.48,0,Regular
3,31,91062.38,2,High-Value
29,10,2924.9900000000002,0,Regular
72,1,513.2,0,Regular
128,1,208.65,0,Regular
31,4,639.02,0,Regular
15,5,768.08,0,Regular
309,1,153.94,1,Occasional
17,6,1844.02,0,Regular
54,1,546.81,0,Regular
30,3,723.2099999999999,0,Regular
2,5,1070.71,0,Regular
11,4,652.74,0,Regular
361,1,145.0,1,Occasional
360,1,422.70000000000005,1,Occasional
5,4,1195.8999999999999,0,Regular
54,4,939.37,0,Regular
1,8,3628.5,0,Regular
1,10,2385.0,0,Regular
190,1,296.7,1,Occasional
54,1,223.36,0,Regular
280,1,164.4,1,Occasional
177,1,76.5,1,Occasional
30,2,897.62,0,Regular
26,1,98.42,0,Regular
25,2,578.9,0,Regular
270,1,170.75,1,Occasional
43,3,645.96,0,Regular
234,1,103.3,1,Occasional
24,2,148.86,0,Regular
197,3,267.16,1,Occasional
359,1,306.84,1,Occasional
60,4,930.41,0,Regular
130,1,1487.6,0,Regular
1,5,1952.45,0,Regular
20,2,483.26,0,Regular
206,1,157.9,1,Occasional
14,3,541.46,0,Regular
95,4,854.95,0,Regular
19,1,167.62,0,Regular
14,7,1122.38,0,Regular
24,3,454.01,0,Regular
8,2,901.21,0,Regular
7,8,4331.48,0,Regular
332,1,344.14,1,Occasional
50,4,1498.51,0,Regular
71,4,226.75000000000003,0,Regular
29,3,380.6,0,Regular
243,1,185.65,1,Occasional
8,19,3622.68,3,High-Value
218,1,143.45999999999998,1,Occasional
5,3,448.90000000000003,0,Regular
253,3,215.72,1,Occasional
1,25,11045.04,3,High-Value
236,1,175.27,1,Occasional
7,2,1242.3,0,Regular
109,4,1133.07,0,Regular
100,3,1240.2,0,Regular
60,4,2404.17,0,Regular
2,3,1479.22,0,Regular
73,7,2225.9700000000003,0,Regular
4,5,3927.34,0,Regular
85,2,993.18,0,Regular
12,2,388.79,0,Regular
23,7,2827.93,0,Regular
214,1,2044.3700000000001,1,Occasional
18,1,161.67000000000002,0,Regular
239,1,116.00999999999999,1,Occasional
2,6,5102.97,0,Regular
78,1,394.72,0,Regular
217,2,309.36,1,Occasional
33,2,193.42,0,Regular
41,5,1112.22,0,Regular
7,15,3984.22,3,High-Value
53,6,2048.45,0,Regular
23,14,4559.150000000001,0,Regular
57,1,390.07,0,Regular
130,3,329.6,0,Regular
174,3,571.1999999999999,1,Occasional
6,3,971.58,0,Regular
312,1,218.52,1,Occasional
60,1,81.44,0,Regular
21,3,1379.9,0,Regular
33,1,527.0500000000001,0,Regular
15,2,843.48,0,Regular
18,4,2047.0,0,Regular
81,1,75.75,0,Regular
6,8,1814.12,0,Regular
170,2,503.59999999999997,1,Occasional
2,3,528.33,0,Regular
31,4,1324.84,0,Regular
36,9,2361.9700000000003,0,Regular
19,1,285.56,0,Regular
31,2,547.0600000000001,0,Regular
276,1,108.5,1,Occasional
87,1,621.66,0,Regular
120,2,712.29,0,Regular
373,1,101.55,1,Occasional
1,11,2895.64,0,Regular
219,3,1008.39,1,Occasional
65,1,133.06,0,Regular
61,4,1797.5,0,Regular
138,1,868.49,0,Regular
21,1,166.08,0,Regular
12,10,3945.0,0,Regular
25,12,4867.72,0,Regular
37,4,1207.56,0,Regular
277,1,117.55,1,Occasional
11,7,2638.94,0,Regular
73,5,1674.69,0,Regular
26,2,595.42,0,Regular
17,12,2999.46,0,Regular
141,1,196.0,0,Regular
26,7,1802.91,0,Regular
19,2,604.64,0,Regular
4,2,728.16,0,Regular
66,5,2055.51,0,Regular
1,2,347.75,0,Regular
43,7,3406.7200000000003,0,Regular
228,1,205.7,1,Occasional
16,4,1572.71,0,Regular
50,2,3178.17,0,Regular
2,6,1629.12,0,Regular
74,2,551.04,0,Regular
1,31,20374.28,3,High-Value
4,6,1387.68,0,Regular
2,30,16363.23,3,High-Value
264,1,298.11,1,Occasional
53,2,1992.1100000000001,0,Regular
24,1,184.4,0,Regular
10,6,2474.33,0,Regular
44,1,239.41,0,Regular
17,7,3191.53,0,Regular
7,7,5739.46,0,Regular
30,15,4757.95,3,High-Value
358,2,290.40000000000003,1,Occasional
127,4,740.9399999999999,0,Regular
137,1,200.47,0,Regular
142,1,283.12,0,Regular
132,2,765.34,0,Regular
38,8,2285.71,0,Regular
236,1,338.95,1,Occasional
261,1,154.95,1,Occasional
17,4,2534.64,0,Regular
253,1,417.95,1,Occasional
30,4,1824.37,0,Regular
35,3,798.74,0,Regular
169,2,885.19,1,Occasional
3,9,1823.52,0,Regular
4,17,10504.49,3,High-Value
185,2,152.4,1,Occasional
188,2,267.08,1,Occasional
170,1,137.45,1,Occasional
11,2,385.1,0,Regular
45,1,522.91,0,Regular
321,1,153.0,1,Occasional
201,1,326.4,1,Occasional
23,11,5655.99,0,Regular
232,1,139.35,1,Occasional
38,15,5396.04,3,High-Value
26,4,1195.94,0,Regular
96,4,2424.04,0,Regular
127,6,3276.4000000000005,0,Regular
71,3,1033.0,0,Regular
16,11,3439.08,0,Regular
15,1,1060.25,0,Regular
4,3,2876.01,0,Regular
3,13,5298.4800000000005,0,Regular
79,4,1240.11,0,Regular
373,1,303.97,1,Occasional
39,2,692.19,0,Regular
54,3,700.63,0,Regular
2,19,13110.02,3,High-Value
9,3,377.44,0,Regular
9,2,168.24,0,Regular
19,4,1879.05,0,Regular
12,7,2791.35,0,Regular
113,2,355.11,0,Regular
4,6,2322.4,0,Regular
240,1,110.25,1,Occasional
113,1,71.4,0,Regular
178,2,674.52,1,Occasional
5,9,1797.57,0,Regular
359,1,80.64,1,Occasional
1,5,1772.26,0,Regular
1,30,5605.29,3,High-Value
19,8,3456.7000000000003,0,Regular
17,3,834.99,0,Regular
22,2,287.59,0,Regular
33,1,712.78,0,Regular
263,1,15.0,1,Occasional
51,2,818.8199999999999,0,Regular
159,3,371.88,1,Occasional
15,1,271.2,0,Regular
8,3,2273.1800000000003,0,Regular
13,10,3997.98,0,Regular
199,5,1143.27,1,Occasional
57,2,245.81,0,Regular
11,2,182.77,0,Regular
97,4,1225.41,0,Regular
255,1,56.4,1,Occasional
25,3,665.86,0,Regular
21,3,658.57,0,Regular
159,2,188.02,1,Occasional
72,2,283.47,0,Regular
53,1,131.94,0,Regular
85,2,278.74,0,Regular
153,4,1865.19,1,Occasional
74,2,1117.9,0,Regular
281,1,225.9,1,Occasional
27,14,1965.55,0,Regular
30,1,106.1,0,Regular
25,1,323.04,0,Regular
180,2,350.39,1,Occasional
40,4,697.9,0,Regular
22,3,780.43,0,Regular
22,10,3055.93,0,Regular
37,9,1199.01,0,Regular
82,3,1285.04,0,Regular
74,1,512.31,0,Regular
11,1,546.04,0,Regular
16,12,5411.91,0,Regular
4,39,7837.7300000000005,3,High-Value
13,4,732.16,0,Regular
14,5,1770.8799999999999,0,Regular
37,4,36.56,0,Regular
4,3,387.68,0,Regular
72,7,3704.87,0,Regular
51,1,298.4,0,Regular
5,5,1995.46,0,Regular
23,4,1820.09,0,Regular
299,1,889.24,1,Occasional
2,3,398.7,0,Regular
33,1,35.400000000000006,0,Regular
50,1,155.37,0,Regular
3,3,350.64,0,Regular
47,1,110.21000000000001,0,Regular
42,8,1593.38,0,Regular
27,5,2779.3,0,Regular
42,1,338.8,0,Regular
2,124,40991.57,2,High-Value
303,1,205.48,1,Occasional
107,1,51.559999999999995,0,Regular
85,1,2033.1,0,Regular
81,9,901.1999999999999,0,Regular
218,4,605.8000000000001,1,Occasional
372,34,5391.21,3,High-Value
12,2,114.34,0,Regular
185,2,311.26,1,Occasional
373,1,208.97,1,Occasional
2,4,1418.03,0,Regular
4,23,26879.04,3,High-Value
6,12,5155.66,0,Regular
305,1,148.21,1,Occasional
369,1,252.8,1,Occasional
3,8,2100.8,0,Regular
324,1,330.9,1,Occasional
59,6,3160.0,0,Regular
13,3,597.5,0,Regular
31,20,10526.32,3,High-Value
143,1,329.65,1,Occasional
30,6,1197.1000000000001,0,Regular
107,5,428.18,0,Regular
2,12,1894.35,0,Regular
205,1,155.9,1,Occasional
80,5,1859.16,0,Regular
185,6,683.46,1,Occasional
170,1,237.61,1,Occasional
44,1,379.45,0,Regular
174,1,178.51999999999998,1,Occasional
365,1,458.92,1,Occasional
304,1,133.35000000000002,1,Occasional
3,4,671.77,0,Regular
4,4,717.45,0,Regular
12,1,190.19,0,Regular
32,3,899.61,0,Regular
129,1,111.35,0,Regular
21,8,726.05,0,Regular
212,2,203.87,1,Occasional
323,2,602.09,1,Occasional
162,1,203.85999999999999,1,Occasional
56,3,244.1,0,Regular
225,1,112.25,1,Occasional
72,8,1119.81,0,Regular
44,1,98.0,0,Regular
23,1,256.32,0,Regular
173,3,566.6,1,Occasional
85,2,152.06,0,Regular
159,1,155.8,1,Occasional
190,2,112.19999999999999,1,Occasional
29,1,110.38,0,Regular
21,1,191.67,0,Regular
71,4,800.24,0,Regular
247,1,72.9,1,Occasional
374,1,243.28,1,Occasional
9,1,366.23,0,Regular
310,5,311.01,1,Occasional
59,2,411.6,0,Regular
4,1,336.43,0,Regular
45,3,341.28,0,Regular
88,1,1304.04,0,Regular
4,17,4204.1,3,High-Value
64,4,826.52,0,Regular
282,1,207.50000000000003,1,Occasional
12,7,2962.5,0,Regular
373,1,244.08,1,Occasional
133,2,397.29,0,Regular
45,2,212.54,0,Regular
11,4,843.0,0,Regular
36,5,1740.48,0,Regular
134,2,408.36,0,Regular
29,3,1331.57,0,Regular
52,2,704.25,0,Regular
138,2,145.79,0,Regular
5,1,389.84,0,Regular
9,7,4301.22,0,Regular
160,1,99.14,1,Occasional
49,10,4106.4400000000005,0,Regular
131,1,304.56,0,Regular
8,1,77.50000000000001,0,Regular
233,2,149.57999999999998,1,Occasional
37,1,176.68,0,Regular
147,1,358.56000000000006,1,Occasional
1,45,58510.48,3,High-Value
72,3,482.2,0,Regular
40,3,1008.5400000000001,0,Regular
5,12,2332.72,0,Regular
199,4,557.3,1,Occasional
249,1,12.75,1,Occasional
66,1,111.68,0,Regular
117,1,508.4599999999999,0,Regular
171,1,73.78,1,Occasional
21,39,1296.44,3,High-Value
142,1,102.83,0,Regular
32,2,471.7,0,Regular
38,14,2622.57,0,Regular
38,5,1098.43,0,Regular
372,1,123.07,1,Occasional
374,1,277.35,1,Occasional
166,2,228.2,1,Occasional
211,1,582.59,1,Occasional
242,1,136.04,1,Occasional
52,1,337.04,0,Regular
25,3,740.79,0,Regular
15,13,4488.81,0,Regular
372,1,353.19,1,Occasional
29,1,288.14,0,Regular
365,1,300.91999999999996,1,Occasional
36,4,757.71,0,Regular
166,3,811.45,1,Occasional
145,1,152.68,1,Occasional
22,1,634.95,0,Regular
56,1,20.8,0,Regular
185,1,198.57,1,Occasional
12,7,201.12,0,Regular
237,3,630.84,1,Occasional
225,2,93.35,1,Occasional
122,4,678.49,0,Regular
282,1,76.1,1,Occasional
74,8,1970.6699999999998,0,Regular
37,2,382.06,0,Regular
12,2,417.23,0,Regular
362,1,169.47,1,Occasional
4,2,249.72,0,Regular
23,1,444.68,0,Regular
70,9,2116.19,0,Regular
235,1,257.34,1,Occasional
257,1,174.8,1,Occasional
373,1,102.78999999999999,1,Occasional
155,2,187.29,1,Occasional
28,1,166.42,0,Regular
4,1,120.03,0,Regular
32,5,1483.56,0,Regular
81,3,523.0,0,Regular
108,2,122.14,0,Regular
52,1,38.45,0,Regular
36,1,668.11,0,Regular
153,2,389.78,1,Occasional
99,1,115.31,0,Regular
4,2,230.64999999999998,0,Regular
334,1,73.5,1,Occasional
65,1,97.97,0,Regular
22,2,422.88,0,Regular
36,3,730.4,0,Regular
32,3,405.62,0,Regular
154,6,70.02,1,Occasional
19,2,357.20000000000005,0,Regular
12,21,4183.39,3,High-Value
54,1,165.04999999999998,0,Regular
25,3,559.51,0,Regular
4,10,2088.6,0,Regular
45,1,189.4,0,Regular
203,2,172.29000000000002,1,Occasional
359,1,74.4,1,Occasional
71,1,300.02,0,Regular
7,10,6784.1900000000005,0,Regular
288,1,363.65,1,Occasional
10,1,170.16,0,Regular
23,3,306.46,0,Regular
22,10,2119.41,0,Regular
173,3,720.52,1,Occasional
133,2,814.0,0,Regular
6,14,2392.83,0,Regular
75,1,318.0,0,Regular
40,1,396.33,0,Regular
289,1,101.69999999999999,1,Occasional
26,5,2036.67,0,Regular
258,2,453.0,1,Occasional
186,1,247.44,1,Occasional
114,12,3877.5200000000004,0,Regular
374,1,489.6,1,Occasional
23,10,2611.75,0,Regular
8,11,2633.0099999999998,0,Regular
217,2,336.13,1,Occasional
45,4,3651.97,0,Regular
19,2,1231.5,0,Regular
36,3,343.45,0,Regular
26,1,703.37,0,Regular
16,1,90.47999999999999,0,Regular
330,2,689.95,1,Occasional
274,1,101.34,1,Occasional
98,2,4055.7199999999993,0,Regular
61,1,167.67000000000002,0,Regular
2,11,9068.26,0,Regular
93,4,2106.52,0,Regular
82,7,3017.3,0,Regular
313,2,580.0500000000001,1,Occasional
12,3,911.15,0,Regular
8,6,2697.8,0,Regular
127,1,168.31,0,Regular
11,2,223.65,0,Regular
1,60,259657.3,2,High-Value
37,1,754.64,0,Regular
38,1,113.48000000000002,0,Regular
330,1,430.7,1,Occasional
254,1,271.0,1,Occasional
2,26,8052.97,3,High-Value
20,1,236.3,0,Regular
12,2,352.69,0,Regular
369,1,76.32000000000001,1,Occasional
290,1,220.1,1,Occasional
68,8,1418.03,0,Regular
26,1,320.72,0,Regular
11,26,5653.82,3,High-Value
368,1,181.12,1,Occasional
214,1,111.15,1,Occasional
149,2,673.1,1,Occasional
8,6,1826.21,0,Regular
24,2,589.4399999999999,0,Regular
30,4,1142.99,0,Regular
61,1,206.82999999999998,0,Regular
19,3,348.73,0,Regular
243,1,112.55000000000001,1,Occasional
15,3,1059.39,0,Regular
212,1,931.4999999999999,1,Occasional
29,5,681.9100000000001,0,Regular
63,3,784.33,0,Regular
295,1,152.65,1,Occasional
18,6,8438.34,0,Regular
157,2,1019.52,1,Occasional
117,2,1000.16,0,Regular
8,12,2888.75,0,Regular
13,4,2861.55,0,Regular
141,2,160.35000000000002,0,Regular
46,2,179.33999999999997,0,Regular
51,3,612.0799999999999,0,Regular
32,3,566.58,0,Regular
135,2,653.35,0,Regular
3,2,399.19,0,Regular
75,3,371.62,0,Regular
13,2,734.94,0,Regular
9,2,453.4,0,Regular
301,1,530.15,1,Occasional
57,2,638.0600000000001,0,Regular
15,5,1618.69,0,Regular
37,1,399.65000000000003,0,Regular
177,1,302.46000000000004,1,Occasional
23,3,1384.8600000000001,0,Regular
176,6,1169.94,1,Occasional
61,1,202.65,0,Regular
33,3,980.31,0,Regular
59,5,1231.31,0,Regular
15,20,7561.68,3,High-Value
87,4,2106.84,0,Regular
7,1,104.0,0,Regular
358,1,476.35,1,Occasional
31,6,1341.42,0,Regular
129,4,1590.81,0,Regular
9,6,1793.17,0,Regular
5,6,1843.75,0,Regular
24,1,382.8,0,Regular
227,2,632.07,1,Occasional
15,1,49.8,0,Regular
249,1,304.25,1,Occasional
15,3,2001.04,0,Regular
78,2,1090.24,0,Regular
192,2,284.46000000000004,1,Occasional
262,1,207.79999999999998,1,Occasional
72,1,957.97,0,Regular
165,1,243.76,1,Occasional
82,1,973.8399999999999,0,Regular
95,2,689.13,0,Regular
4,17,5425.56,3,High-Value
106,1,163.8,0,Regular
200,3,1396.99,1,Occasional
157,1,160.42000000000002,1,Occasional
71,3,1993.7,0,Regular
36,2,517.36,0,Regular
29,1,139.10000000000002,0,Regular
2,6,2621.38,0,Regular
26,5,600.07,0,Regular
326,1,248.42,1,Occasional
237,1,232.48000000000002,1,Occasional
89,1,299.34000000000003,0,Regular
31,1,481.75,0,Regular
29,2,621.75,0,Regular
211,2,662.08,1,Occasional
3,10,2069.77,0,Regular
227,1,305.28000000000003,1,Occasional
22,5,1041.61,0,Regular
93,1,443.0,0,Regular
5,14,6484.54,3,High-Value
264,1,158.95000000000002,1,Occasional
3,12,5509.12,0,Regular
44,11,5228.05,0,Regular
218,1,93.75,1,Occasional
57,2,779.9,0,Regular
12,20,7276.900000000001,3,High-Value
9,7,2810.2000000000003,0,Regular
192,5,2083.27,1,Occasional
82,4,592.97,0,Regular
326,1,440.0,1,Occasional
72,3,1796.48,0,Regular
30,6,882.24,0,Regular
3,5,987.1,0,Regular
219,5,1561.6100000000001,1,Occasional
46,1,422.58,0,Regular
10,17,2073.09,3,High-Value
72,4,2232.4900000000002,0,Regular
7,7,2567.06,0,Regular
24,2,596.1,0,Regular
123,2,804.02,0,Regular
17,1,95.34,0,Regular
310,1,349.27,1,Occasional
87,1,4314.72,0,Regular
51,2,526.67,0,Regular
89,1,103.3,0,Regular
39,8,2337.63,0,Regular
25,3,2338.6000000000004,0,Regular
173,6,2643.2000000000003,1,Occasional
43,2,324.24,0,Regular
140,1,149.48,0,Regular
26,3,1213.1599999999999,0,Regular
72,2,801.51,0,Regular
134,1,25.5,0,Regular
366,1,168.6,1,Occasional
38,2,283.15,0,Regular
3,6,3078.58,0,Regular
2,3,204.0,0,Regular
30,1,175.92,0,Regular
44,1,335.86,0,Regular
58,1,110.38,0,Regular
74,1,173.9,0,Regular
278,1,180.60000000000002,1,Occasional
181,1,80.82,1,Occasional
8,2,178.05,0,Regular
4,16,2094.88,3,High-Value
43,3,1837.28,0,Regular
